,Name,Position,Age,Weight,Height,Pass Break,Intervention,Air Cannon,Shooting Percentage,Dribbling,Assists,Assists Per Game,Rust Percentage,Running Distance,Number of Matches,Classes
898,Jose Simmons,Midfielder,27,70,198,16,6,13,32,24,21,0.5,73,500,150,3
899,Matthew Daniels,Midfielder,27,85,182,8,16,9,68,92,17,1.4,98,300,145,0
900,John Davenport,Midfielder,36,70,198,16,16,10,73,51,21,0.4,39,450,90,1
901,Riley Miles,Midfielder,17,76,190,13,16,8,39,86,21,0.4,32,300,149,1
902,Michael Dixon,Midfielder,21,76,177,6,8,10,39,92,21,1.0,68,400,145,0
903,Alan Smith,Midfielder,21,76,177,13,15,8,32,64,6,0.1,32,500,90,1
904,George Tucker,Midfielder,20,77,198,6,6,16,59,51,6,0.4,39,500,140,1
905,Robert Estes,Midfielder,18,82,190,16,14,9,43,50,17,1.0,43,450,140,1
906,Brian Smith,Midfielder,25,79,190,13,6,13,98,50,7,0.4,98,200,90,2
907,Dalton Payne,Midfielder,21,79,177,8,8,10,98,64,3,1.4,32,200,150,2
908,Taylor Hurley MD,Midfielder,25,77,182,14,14,8,68,50,18,0.1,73,450,140,0
909,Greg Freeman,Midfielder,21,70,190,14,15,8,68,64,16,2.0,59,250,150,0
910,Eric Craig,Midfielder,17,70,198,16,10,10,43,50,3,1.0,68,450,140,0
911,Justin Lam,Midfielder,32,70,175,14,14,18,43,24,6,0.4,43,200,102,3
912,Ryan Richard,Midfielder,25,85,195,6,6,18,68,86,7,2.0,39,350,140,1
913,Richard Wright,Midfielder,34,70,182,8,8,9,59,92,17,1.0,68,450,90,0
914,Kevin Calderon,Midfielder,22,79,195,8,14,16,68,70,21,1.0,73,350,150,0
915,Daniel Sanders,Midfielder,32,79,182,16,15,8,59,51,17,1.0,98,450,102,0
916,Gregory Martinez,Midfielder,36,77,186,10,15,13,59,86,3,1.0,73,450,90,0
917,Michael Solis,Midfielder,17,82,186,15,13,9,73,86,18,2.0,39,200,90,1
918,Michael Crane,Midfielder,18,80,190,6,10,16,43,24,18,2.0,68,300,145,3
919,Frank Johnson,Midfielder,19,70,195,13,13,10,43,50,7,1.0,68,350,149,0
920,Guy Taylor,Midfielder,22,82,177,13,10,10,68,64,17,1.4,32,500,140,1
921,Drew Davis,Midfielder,27,77,175,14,8,10,59,50,6,1.0,32,250,150,1
922,Curtis Castillo,Midfielder,21,79,186,16,6,8,98,50,16,0.4,39,200,140,2
923,Thomas Fleming,Midfielder,36,70,195,6,15,18,59,51,18,0.8,73,450,155,0
924,Randall Foster,Midfielder,22,70,198,14,10,13,73,70,17,1.4,68,300,140,0
925,Raymond Obrien,Midfielder,21,79,195,15,8,10,59,86,3,1.0,59,200,149,0
926,Gabriel Green,Midfielder,36,85,177,14,16,9,43,64,7,0.4,32,400,155,1
927,Jeffery Doyle,Midfielder,32,77,182,16,8,10,73,92,18,1.0,73,200,150,0
928,Adam Berg,Midfielder,29,80,177,6,15,9,32,70,3,0.4,32,500,145,1
929,Thomas Davila,Midfielder,32,80,186,8,13,13,59,24,6,0.1,43,300,149,3
930,James Peterson,Midfielder,18,76,190,8,6,8,39,86,3,0.8,43,450,149,1
931,Kurt Brown,Midfielder,21,77,198,6,14,13,59,51,7,1.4,59,350,90,0
932,David Cardenas,Midfielder,21,85,190,8,8,18,43,24,6,0.1,43,500,145,3
933,Jason Payne,Midfielder,29,77,182,8,8,8,32,51,3,1.4,39,350,150,1
934,Daniel Tapia,Midfielder,29,77,195,6,8,10,68,86,6,0.4,68,350,102,0
935,Jason Rush,Midfielder,20,76,186,13,10,9,39,92,7,0.8,68,250,155,0
936,Brandon Mann,Midfielder,36,70,182,13,15,18,39,50,7,0.8,59,250,149,0
937,Paul Hernandez,Midfielder,27,79,198,8,16,13,43,86,6,0.4,32,400,155,1
938,Christopher Meadows,Midfielder,20,79,177,15,13,10,73,64,21,0.4,98,400,145,0
939,Patrick Francis,Midfielder,36,80,198,15,16,10,39,51,7,0.8,59,200,155,0
940,Daniel King,Midfielder,32,76,198,6,8,18,59,64,3,1.0,59,250,145,0
941,Kyle Butler,Midfielder,20,76,198,15,13,10,59,24,7,0.5,98,250,149,0
942,Arthur Parker,Midfielder,36,79,195,13,8,10,32,92,16,0.4,73,500,149,0
943,Collin Young,Midfielder,21,77,175,15,10,13,43,92,16,2.0,73,450,102,0
944,Eric Phillips,Midfielder,32,76,182,8,13,10,73,24,16,0.8,39,300,155,3
945,Aaron Payne,Midfielder,22,80,195,13,15,18,73,51,6,2.0,39,200,90,1
946,Paul Glover,Midfielder,20,76,195,16,15,8,43,92,3,0.8,59,250,145,0
947,Mr. Bruce Mason,Midfielder,27,77,182,16,14,8,73,64,21,0.5,43,450,155,1
948,Daniel Mendez,Midfielder,29,70,198,10,6,13,39,92,16,0.4,59,200,102,0
949,Bruce Hernandez,Midfielder,21,79,190,8,14,10,68,24,6,0.8,73,450,140,3
950,Benjamin Johnson,Midfielder,16,82,190,8,6,13,68,24,21,1.0,39,350,140,3
951,Chad Leonard,Midfielder,32,85,182,8,6,8,68,86,21,0.4,73,500,102,0
952,Omar Bradley,Midfielder,20,85,175,16,14,9,32,92,7,0.1,73,350,149,0
953,Duane Diaz,Midfielder,22,70,198,8,15,9,39,70,16,0.8,59,450,155,0
954,Andres Brown,Midfielder,19,77,175,13,13,8,39,86,3,1.4,68,500,90,0
955,Jason Willis,Midfielder,21,85,182,16,10,9,59,50,3,1.0,32,200,90,1
956,Cameron Robinson,Midfielder,34,80,198,6,16,8,39,24,21,0.8,59,500,155,3
957,Cody Turner,Midfielder,20,85,182,15,13,9,68,64,17,0.8,39,450,155,1
958,Joshua Yang,Midfielder,16,82,198,6,6,13,59,50,16,1.4,59,500,145,0
959,James Cortez,Midfielder,16,85,182,15,6,16,32,92,3,0.4,98,200,155,0
960,Jared Scott,Midfielder,22,80,198,10,14,16,98,86,18,1.0,59,300,102,2
961,Geoffrey Cruz,Midfielder,29,70,186,16,6,13,59,24,3,1.0,98,200,145,0
962,Oscar Mitchell,Midfielder,16,77,195,8,13,8,98,92,7,2.0,68,450,140,2
963,Gary Nichols,Midfielder,17,79,195,8,16,13,68,92,3,0.1,98,200,150,0
964,Nicholas Stafford,Midfielder,18,79,177,8,15,9,98,92,16,1.4,73,500,150,2
965,Rodney Smith,Midfielder,27,77,198,14,14,16,43,64,3,0.8,68,250,149,0
966,Christopher Young,Midfielder,32,82,186,10,13,8,98,92,7,2.0,68,350,155,2
967,Marcus Gomez,Midfielder,18,85,182,13,10,13,32,64,18,0.1,98,500,140,0
968,George Miller,Midfielder,18,79,186,13,16,13,43,70,7,2.0,59,450,149,0
969,Carlos Stokes,Midfielder,17,85,175,8,6,8,39,86,16,1.0,32,400,145,1
970,Paul Murphy,Midfielder,20,80,175,10,13,13,98,86,16,0.8,32,350,145,2
971,Micheal Estrada,Midfielder,32,80,198,10,13,13,73,24,21,0.8,68,250,140,3
972,Adam Rodriguez,Midfielder,21,77,175,16,13,8,68,86,16,0.1,73,300,145,0
973,Dakota Foster,Midfielder,27,70,190,16,6,10,43,92,3,0.1,43,500,90,1
974,Joseph Golden,Midfielder,17,76,175,16,15,10,68,92,7,1.4,43,400,140,1
975,Adam Moore,Midfielder,32,82,195,8,15,16,39,92,18,1.4,39,200,155,1
976,John Stephens MD,Midfielder,18,76,182,15,6,9,39,24,6,1.0,98,500,155,0
977,Arthur Johnston,Midfielder,29,70,190,16,6,13,68,64,21,0.8,43,200,145,1
978,Anthony Dixon,Midfielder,20,82,177,14,10,13,59,86,3,2.0,59,500,145,0
979,Martin Clark,Midfielder,17,76,195,13,16,13,98,86,18,1.0,43,500,90,2
980,Kevin Jordan,Midfielder,18,70,186,14,10,8,98,86,18,0.4,32,200,90,2
981,Craig Munoz,Midfielder,27,70,177,16,8,8,68,24,7,0.8,32,200,140,3
982,Aaron Holt Jr.,Midfielder,17,80,175,6,15,13,68,64,16,0.8,98,500,140,0
983,Steven Tyler,Midfielder,34,77,190,16,15,16,32,70,16,1.0,73,200,102,0
984,Billy Bauer,Midfielder,32,85,182,6,15,13,98,92,17,1.4,43,350,155,2
985,Steven Lopez,Midfielder,27,70,195,8,13,10,39,92,7,1.0,68,500,150,0
986,Rodney Castro,Midfielder,21,79,186,8,6,13,43,86,21,1.4,98,450,145,0
987,Hunter Long,Midfielder,34,77,175,14,14,16,32,64,16,1.0,39,350,140,1
988,Christopher Lawrence,Midfielder,36,76,195,8,6,10,39,92,16,0.5,68,400,149,0
989,Tony Hale,Midfielder,16,77,177,14,8,10,68,24,7,0.1,68,350,90,3
990,Mark Henderson,Midfielder,21,85,175,10,10,9,43,92,3,1.4,68,450,102,0
991,Gregory Wilkins,Midfielder,32,80,190,8,16,10,59,51,17,0.1,98,250,145,0
992,Marcus Williams,Midfielder,20,80,190,10,15,16,68,51,7,1.0,43,500,140,1
993,Alexander Phillips,Midfielder,20,70,190,16,15,18,68,24,18,0.8,43,200,102,3
994,Robert Fox,Midfielder,25,77,177,14,10,9,32,50,7,1.4,98,450,102,0
995,Jose Mcclure Jr.,Midfielder,20,76,186,10,14,10,59,92,21,0.5,43,250,150,1
996,Jeremy Flores,Midfielder,17,85,175,15,6,13,73,50,3,2.0,32,250,149,1
997,David Singh,Midfielder,21,80,177,16,10,10,73,24,21,0.1,98,400,149,0
998,Marc Koch,Midfielder,18,77,186,13,13,16,32,50,3,0.5,68,250,140,0
999,Joshua Wright,Midfielder,18,76,182,16,15,16,73,86,3,1.4,73,350,90,0
1000,Cody Dixon,Midfielder,25,70,177,13,6,18,43,86,21,0.8,73,350,149,0
1001,Joshua Ramirez,Midfielder,19,76,198,15,15,10,73,70,16,0.4,32,400,90,1
1002,Jose Harmon,Midfielder,36,80,182,10,8,16,68,24,16,0.8,59,300,90,3
1003,Daniel Murray,Midfielder,17,80,175,6,16,13,59,86,17,2.0,68,250,155,0
1004,Ryan Burnett,Midfielder,20,82,186,10,13,16,43,86,16,1.4,39,450,150,1
1005,Ethan Mccoy,Midfielder,29,85,175,10,6,16,73,70,18,0.5,73,450,150,0
1006,Johnathan Mckay,Midfielder,34,82,198,14,13,9,73,24,3,1.0,39,450,155,3
1007,Michael Lucas,Midfielder,17,80,198,13,15,18,43,24,6,0.1,73,300,102,3
1008,Nathaniel Ruiz,Midfielder,19,79,177,10,13,13,43,64,18,0.5,98,300,145,0
1009,Robert Bass,Midfielder,36,82,190,16,8,8,43,50,21,1.0,98,200,150,0
1010,Richard Cervantes,Midfielder,27,77,186,13,8,9,68,92,17,0.1,98,400,145,0
1011,Adrian Duke,Midfielder,16,79,175,13,13,8,98,64,3,0.1,32,500,155,2
1012,James Wu,Midfielder,36,85,177,10,6,9,43,24,6,0.5,98,500,145,0
1013,Ryan Gonzalez,Midfielder,22,85,175,8,8,10,43,86,6,0.4,68,400,150,0
1014,Dylan Mcbride,Midfielder,19,77,182,16,15,9,43,64,3,0.4,73,200,102,0
1015,Ray Anderson,Midfielder,36,85,175,14,15,10,39,92,16,1.4,98,500,155,0
1016,Albert Collins,Midfielder,36,82,175,14,13,13,98,92,7,0.1,59,500,90,2
1017,Sean Mills,Midfielder,16,76,186,16,8,9,68,51,18,0.1,39,450,149,1
1018,Philip Floyd,Midfielder,34,79,177,14,8,16,98,64,17,1.0,59,500,149,2
1019,Ross Henderson,Midfielder,17,82,175,15,8,9,32,51,6,1.4,73,450,150,0
1020,Nicholas Andersen,Midfielder,27,85,186,14,10,9,39,86,7,0.8,68,500,102,0
1021,Jeremy Thomas,Midfielder,27,85,198,13,6,18,59,51,7,2.0,43,300,145,1
1022,Jason Moore,Midfielder,32,79,195,15,8,13,98,50,18,2.0,59,400,145,2
1023,Daniel Smith,Midfielder,16,70,182,13,8,13,98,70,3,2.0,32,300,140,2
1024,John Bowman,Midfielder,16,85,182,13,10,13,59,92,17,0.8,73,350,155,0
1025,John Cummings,Midfielder,17,79,175,10,8,13,68,70,7,1.0,32,350,149,1
1026,Darryl Saunders,Midfielder,20,77,182,6,6,9,39,70,7,0.1,39,450,155,1
1027,Matthew Henry,Midfielder,27,80,177,10,16,9,68,24,21,0.4,98,350,145,0
1028,Joseph Watson,Midfielder,18,70,182,14,10,16,43,51,21,0.4,32,250,90,1
1029,Dan Kim,Midfielder,20,70,198,13,6,9,32,86,16,1.0,39,200,90,1
1030,Steven Spears,Midfielder,19,85,182,13,15,13,39,24,16,0.8,98,450,102,0
1031,Ronald King,Midfielder,27,79,190,10,16,8,59,50,21,0.5,98,300,145,0
1032,Eric Rogers,Midfielder,16,79,182,14,10,9,98,92,21,0.8,73,250,140,2
1033,Raymond Hernandez,Midfielder,17,76,195,15,14,9,98,50,7,1.4,73,250,90,2
1034,Phillip Cooper,Midfielder,18,79,186,13,16,16,98,24,17,1.0,39,350,90,3
1035,Dennis Ross,Midfielder,16,82,182,13,10,9,98,64,6,1.4,32,200,150,2
1036,Dr. Zachary Berger,Midfielder,34,85,198,13,15,9,73,86,3,1.0,68,350,90,0
1037,Joel Garrison,Midfielder,21,70,195,16,15,18,59,86,18,0.5,59,400,155,0
1038,John Herrera,Midfielder,22,77,182,16,10,13,59,24,16,0.1,59,500,149,3
1039,Kenneth Wolf,Midfielder,18,80,186,15,10,13,98,92,6,1.0,68,400,150,2
1040,Preston Rose,Midfielder,29,80,175,6,15,13,59,50,16,2.0,98,450,90,0
1041,Christopher Vincent,Midfielder,19,79,177,8,10,9,32,50,17,0.1,59,400,149,0
1042,Calvin Watkins,Midfielder,16,80,190,6,6,13,39,51,21,0.4,39,350,155,1
1043,Daniel Kelley,Midfielder,27,80,182,16,13,18,68,24,21,1.0,59,250,102,3
1044,Timothy Kelley,Midfielder,16,70,182,16,14,16,68,24,7,0.8,43,250,145,3
1045,Matthew White,Midfielder,17,85,182,16,16,16,43,50,18,1.4,98,450,90,0
1046,Ronald Campbell,Midfielder,22,70,186,13,6,13,98,70,18,0.4,59,300,149,2
1047,Dr. Vincent Velazquez,Midfielder,25,79,177,16,8,10,43,50,17,0.4,68,400,90,0
1048,Micheal Wood,Midfielder,32,80,175,6,14,8,43,51,16,0.1,59,250,145,0
1049,Jonathan Banks,Midfielder,21,85,198,14,8,10,59,92,7,1.4,32,450,145,1
1050,Alfred Mcdowell,Midfielder,32,85,186,13,15,13,43,50,6,0.4,32,400,90,1
1051,Robert Henderson,Midfielder,36,76,186,14,10,10,59,86,3,1.4,98,200,145,0
1052,Marcus Hale,Midfielder,18,80,177,14,14,16,98,51,7,0.4,98,250,140,2
1053,Kenneth Jones,Midfielder,29,79,198,14,8,8,43,51,16,1.0,68,250,149,0
1054,David Park,Midfielder,22,79,190,13,16,18,59,70,7,0.5,32,350,149,1
1055,Justin Wright,Midfielder,20,82,198,15,15,9,59,92,7,0.1,59,350,90,0
1056,James Kennedy,Midfielder,17,70,195,14,10,8,98,64,3,0.4,73,300,102,2
1057,Eduardo Singh,Midfielder,27,82,198,13,10,8,98,92,6,1.4,32,400,155,2
1058,Samuel Miller,Midfielder,19,76,190,16,13,8,59,86,3,0.4,43,300,150,1
1059,Brian Lopez,Midfielder,18,77,198,15,6,10,68,51,16,0.4,68,200,149,0
1060,Daniel Owens,Midfielder,18,76,182,13,16,18,43,50,18,1.4,73,200,90,0
1061,Joshua Johnson,Midfielder,21,76,186,10,15,10,73,70,16,2.0,39,250,90,1
1062,Mathew James,Midfielder,17,70,195,15,14,8,73,24,6,1.0,32,450,102,3
1063,Nathan Jimenez,Midfielder,22,77,186,13,6,13,68,51,6,1.4,98,250,149,0
1064,Joshua Neal,Midfielder,27,76,175,8,10,10,68,50,3,2.0,32,350,155,1
1065,Roger Flores,Midfielder,21,77,186,10,13,8,68,86,18,2.0,32,200,149,1
1066,Patrick Lopez,Midfielder,25,82,190,6,15,16,59,24,16,0.4,32,400,140,3
1067,Michael Heath,Midfielder,36,85,186,14,16,18,73,70,16,1.4,39,200,140,1
1068,Thomas Perez,Midfielder,21,77,190,8,6,16,32,50,7,0.8,39,500,149,1
1069,Timothy Baker,Midfielder,19,79,186,8,6,10,32,64,16,0.4,68,250,145,0
1070,Steve Morrow,Midfielder,27,80,195,15,13,8,39,51,6,0.4,73,500,140,0
1071,Daniel Powell,Midfielder,29,77,177,10,6,18,39,92,3,0.8,68,450,155,0
1072,Bradley Hicks,Midfielder,19,79,177,6,8,13,43,86,3,0.1,68,200,149,0
1073,Allen Mccall,Midfielder,25,76,195,6,13,18,59,64,3,0.5,59,300,155,0
1074,Matthew Nguyen,Midfielder,19,79,177,8,14,18,59,51,3,0.8,43,450,145,1
1075,Brian Frazier,Midfielder,34,79,195,15,15,10,43,92,18,0.8,68,450,90,0
1076,Francisco Peters,Midfielder,34,76,186,6,6,18,39,86,3,2.0,32,250,140,1
1077,Scott Jenkins,Midfielder,16,80,177,13,6,9,68,92,17,0.5,39,350,155,1
1078,Christian Perez,Midfielder,21,77,186,8,6,8,32,50,6,0.5,32,400,149,1
1079,Matthew Brooks,Midfielder,19,70,175,16,13,9,98,92,6,0.5,59,350,102,2
1080,Mike Booker,Midfielder,29,70,175,10,14,13,73,51,21,1.4,59,450,140,0
1081,Christopher Harris,Midfielder,21,82,177,14,8,16,43,24,18,1.4,39,200,150,3
1082,Tony Johnston,Midfielder,27,76,190,13,8,18,68,51,17,2.0,73,500,140,0
1083,James James,Midfielder,36,77,175,16,16,10,73,50,21,2.0,39,350,150,1
1084,Eric Herrera,Midfielder,34,82,190,14,14,16,43,50,6,2.0,32,400,150,1
1085,Austin Mcclure MD,Midfielder,16,70,190,14,14,18,73,86,21,0.8,68,450,140,0
1086,Eric Taylor,Midfielder,29,82,177,15,10,10,98,64,6,0.4,98,350,145,2
1087,Donald Sanders,Midfielder,27,80,186,6,13,16,98,92,17,0.1,59,500,90,2
1088,Austin Baker,Midfielder,22,77,186,6,13,9,98,70,18,2.0,98,350,150,2
1089,Phillip Richardson,Midfielder,17,80,175,14,10,10,32,64,17,2.0,43,250,90,1
1090,Corey Anderson,Midfielder,19,82,190,15,14,8,73,92,7,0.8,43,250,145,1
1091,Jerry Taylor,Midfielder,18,76,198,6,8,8,59,64,17,0.4,98,500,150,0
1092,Ryan Hurley,Midfielder,27,70,195,16,15,13,98,70,3,0.8,98,400,149,2
1093,Steven Flores,Midfielder,34,80,198,15,13,16,39,70,18,0.8,68,450,140,0
1094,Darryl Dickerson,Midfielder,16,82,182,15,15,18,32,92,3,0.1,68,450,149,0
1095,Michael Walters,Midfielder,34,82,182,8,14,8,59,86,17,0.8,73,250,90,0
1096,Albert Williams,Midfielder,19,80,186,8,15,8,43,64,21,2.0,98,450,150,0
1097,Bryan Stuart,Midfielder,32,79,190,14,15,9,68,64,16,2.0,59,300,150,0
1098,Steven Anderson,Midfielder,19,85,195,15,6,9,68,51,3,0.1,73,250,155,0
1099,Kenneth Chandler,Midfielder,21,80,198,13,10,10,98,64,7,0.4,68,400,145,2
1100,Stephen Rosario,Midfielder,19,82,182,6,6,16,32,92,3,0.5,98,400,140,0
1101,Jeffrey Chase,Midfielder,36,80,186,10,15,9,39,51,3,0.4,98,200,140,0
1102,Mark Lyons,Midfielder,19,70,198,14,15,10,43,86,18,0.5,73,400,145,0
1103,Brandon Snyder,Midfielder,27,80,186,14,13,16,43,70,16,1.0,43,500,155,1
1104,Gerald Liu,Midfielder,32,80,198,10,8,8,98,86,18,2.0,59,250,155,2
1105,Aaron Brown,Midfielder,19,82,198,13,6,16,39,70,16,0.5,68,500,155,0
1106,Harold Jones,Midfielder,17,82,190,16,10,13,32,51,16,0.4,32,400,140,1
1107,Devin Perez,Midfielder,21,85,177,6,10,13,39,86,18,1.0,43,300,102,1
1108,Anthony Perkins,Midfielder,34,85,186,6,6,10,43,70,21,1.0,43,200,150,1
1109,Andrew Chung,Midfielder,21,85,186,10,8,13,59,50,7,1.0,59,200,149,0
1110,Justin Landry,Midfielder,34,80,186,8,10,9,43,50,6,1.4,68,250,90,0
1111,Joshua Lawson,Midfielder,18,76,175,14,10,10,59,70,7,1.4,98,400,145,0
1112,Mark Hall,Midfielder,25,70,195,10,10,8,43,50,17,2.0,68,350,149,0
1113,Robert Kim,Midfielder,22,77,182,16,15,13,32,86,6,0.4,32,450,140,1
1114,Steven Armstrong,Midfielder,20,79,198,15,8,13,32,24,16,0.4,73,350,140,3
1115,Ryan Perez,Midfielder,36,80,175,10,10,18,59,51,3,1.4,59,400,149,0
1116,Shawn Kim,Midfielder,21,79,198,8,8,10,59,24,16,2.0,39,350,145,3
1117,Gordon Wang,Midfielder,25,85,177,15,10,18,59,92,21,0.4,32,450,140,1
1118,Christian Hamilton Jr.,Midfielder,29,77,182,6,6,10,59,51,17,1.4,43,500,150,1
1119,Allen Moore,Midfielder,18,79,182,16,8,16,59,64,17,1.4,32,200,150,1
1120,Joel Cohen,Midfielder,27,82,190,16,8,10,59,24,7,0.1,43,450,102,3
1121,Jeffrey Burns,Midfielder,18,80,182,13,10,13,68,50,16,0.4,98,300,90,0
1122,John Boyer,Midfielder,20,80,182,13,6,8,98,24,7,0.8,68,200,140,3
1123,Ryan Gallagher,Midfielder,22,80,177,14,15,10,73,64,18,0.1,98,450,140,0
1124,Derek Gutierrez,Midfielder,19,85,182,14,10,13,73,51,3,1.4,32,350,90,1
1125,Daniel Gomez,Midfielder,21,80,195,14,13,8,39,70,6,0.1,39,350,140,1
1126,Harold Robertson,Midfielder,18,85,198,16,15,13,73,50,17,0.8,39,400,155,1
1127,Arthur Ho,Midfielder,36,70,182,6,14,10,68,24,21,1.0,39,300,102,3
1128,Dylan Palmer,Midfielder,20,85,198,14,13,16,32,86,18,0.4,43,500,155,1
1129,Albert Brown,Midfielder,20,82,186,16,15,13,32,92,21,0.1,39,250,155,1
1130,Michael Dean,Midfielder,17,80,177,13,16,16,43,86,21,0.1,39,200,140,1
1131,Todd Giles,Midfielder,32,80,186,13,13,13,39,64,6,0.1,98,500,149,0
1132,Ryan Reed,Midfielder,20,76,195,13,16,13,59,70,6,0.4,59,400,155,0
1133,Jeffrey Kelly,Midfielder,36,85,190,10,14,10,98,51,3,0.5,59,350,155,2
1134,John Hill,Midfielder,27,80,186,13,14,8,68,86,21,0.1,32,350,90,1
1135,Jacob Sanchez,Midfielder,34,77,182,15,14,16,98,92,16,0.4,98,500,149,2
1136,Daniel Fitzgerald,Midfielder,18,85,198,15,10,16,68,64,3,0.4,73,400,149,0
1137,Darryl Perry MD,Midfielder,16,76,186,15,16,8,98,70,17,0.1,32,200,90,2
1138,Andrew Nelson,Midfielder,27,76,198,16,16,16,43,50,21,0.1,68,450,140,0
1139,Kenneth Lin,Midfielder,27,77,195,15,6,13,59,24,18,0.4,59,400,155,3
1140,Julian Li,Midfielder,21,82,175,14,15,10,39,86,18,0.8,59,350,140,0
1141,Gary Johnson,Midfielder,25,80,182,10,8,8,98,51,6,1.4,68,300,145,2
1142,Donald Michael,Midfielder,16,79,195,8,6,18,68,64,6,2.0,59,350,140,0
1143,Anthony Williams,Midfielder,18,79,195,8,16,18,32,51,16,0.4,39,450,149,1
1144,Alejandro Obrien,Midfielder,20,76,175,10,10,13,59,70,6,0.5,73,350,150,0
1145,David Sellers,Midfielder,29,85,195,6,15,18,59,50,18,0.5,59,350,149,0
1146,Steven Thompson,Midfielder,27,77,175,16,10,13,98,51,6,0.4,43,400,149,2
1147,Lawrence Baker,Midfielder,29,79,186,14,15,18,59,70,16,0.1,73,500,149,0
1148,Mr. Reginald Spencer,Midfielder,27,82,195,8,16,18,39,86,21,1.0,59,350,145,0
1149,Jeremy Bradley,Midfielder,20,85,182,13,16,13,32,86,7,2.0,98,450,102,0
1150,Luis Taylor,Midfielder,29,77,195,13,13,13,59,50,3,2.0,98,350,150,0
1151,Christopher Miller,Midfielder,17,79,198,15,6,10,43,50,6,1.4,59,500,149,0
1152,Leonard Hubbard,Midfielder,32,82,190,8,16,9,98,92,21,0.5,73,250,90,2
1153,Brian Willis,Midfielder,17,79,190,13,16,13,39,50,21,0.8,32,450,155,1
1154,Michael Andrade,Midfielder,34,70,175,8,10,16,43,70,7,2.0,32,350,145,1
1155,Michael Diaz,Midfielder,21,82,177,15,10,16,39,86,21,1.4,68,250,149,0
1156,Jeffrey Henson,Midfielder,32,82,177,10,13,8,73,51,16,0.8,39,250,140,1
1157,David Cobb,Midfielder,27,70,182,16,14,9,98,64,16,1.4,68,200,149,2
1158,Christian Curry,Midfielder,27,80,182,15,10,16,98,50,3,1.4,73,500,140,2
1159,Samuel Pierce,Midfielder,29,79,190,14,14,10,68,86,6,0.1,43,450,140,1
1160,Jonathan Gamble,Midfielder,34,70,190,16,8,8,59,86,18,2.0,73,300,150,0
1161,Mr. Richard Rocha,Midfielder,16,80,190,15,10,9,43,86,21,0.5,73,300,145,0
1162,Sergio Parks,Midfielder,21,82,186,14,10,10,98,64,3,1.4,32,350,145,2
1163,Jeremiah Young,Midfielder,21,79,175,6,6,18,59,86,17,0.8,98,400,90,0
1164,Mark Lozano DVM,Midfielder,27,77,175,13,16,8,73,51,16,0.1,43,250,150,1
1165,Chase Fisher,Midfielder,20,70,195,16,8,13,59,24,17,2.0,32,500,102,3
1166,Nicholas Mills,Midfielder,17,82,177,8,16,10,32,92,18,0.5,59,300,90,0
1167,Joseph Hill,Midfielder,19,82,195,14,13,13,43,51,18,0.4,98,450,150,0
1168,Robert Keller,Midfielder,18,85,177,6,8,8,68,51,18,0.8,98,500,155,0
1169,David Sanchez,Midfielder,17,77,177,10,8,16,59,24,3,0.1,98,300,145,0
1170,Michael Melendez,Midfielder,20,79,186,16,8,13,68,86,7,1.4,68,200,149,0
1171,Thomas Hawkins,Midfielder,36,82,175,13,15,10,59,64,18,0.1,73,350,90,0
1172,Pedro Oneill,Midfielder,18,77,195,14,14,13,73,70,17,1.4,68,200,155,0
1173,Brett Smith,Midfielder,20,80,175,10,14,10,39,51,18,1.4,39,400,90,1
1174,Steve Hoover,Midfielder,25,77,177,6,13,18,59,70,18,0.1,98,400,150,0
1175,David Burns,Midfielder,19,82,186,15,8,18,59,86,3,0.4,43,400,150,1
1176,Keith Webster,Midfielder,22,85,186,15,10,18,59,86,3,0.1,98,350,140,0
1177,John Campbell,Midfielder,21,85,175,6,6,10,68,64,6,0.8,98,250,90,0
1178,Randy Webster,Midfielder,20,70,186,8,13,13,32,51,7,0.5,98,350,149,0
1179,Cameron Johnson,Midfielder,29,77,182,6,13,18,32,24,7,0.5,68,400,150,3
1180,Randy Lewis,Midfielder,32,70,182,14,10,13,43,70,7,0.8,73,350,102,0
1181,Jim Taylor,Midfielder,22,82,182,6,14,16,68,92,21,2.0,39,450,140,1
1182,Shawn Hutchinson,Midfielder,29,77,190,15,13,8,43,70,3,1.4,68,350,155,0
1183,Benjamin Bell,Midfielder,29,77,198,8,8,18,68,70,7,1.0,39,450,155,1
1184,Shaun Williams,Midfielder,36,85,182,13,16,18,43,86,18,1.0,32,350,90,1
1185,Brendan Williams,Midfielder,34,77,195,6,10,13,43,50,18,1.0,68,400,149,0
1186,John Stewart,Midfielder,25,79,190,15,16,16,39,92,21,1.0,39,400,149,1
1187,Miguel Clark,Midfielder,20,80,175,13,10,9,68,24,21,1.4,98,500,90,0
1188,Mark Fisher,Midfielder,36,79,190,10,13,13,68,50,16,0.5,43,200,102,1
1189,Billy Zimmerman,Midfielder,29,82,186,6,13,8,43,24,3,2.0,73,300,155,3
1190,David Green,Midfielder,21,70,198,14,10,13,68,64,18,1.0,59,250,145,0
1191,Anthony Hill,Midfielder,20,80,182,10,13,13,32,50,18,2.0,39,400,150,1
1192,Allen Jordan,Midfielder,21,79,198,16,10,16,59,51,7,0.8,59,250,150,0
1193,Aaron Johnson,Midfielder,25,76,195,13,8,9,98,24,3,0.8,59,250,155,3
