,Name,Position,Age,Goal,Assist,Average Goals Per Game,Average Assits Per Game,Pass Percentage,Shooting Percentage on Goal,Playing Success,Whip a Cross,Tackle Percentage,Key Pass,Running Distance,Number of Matches,Classes
880,Nathan Hansen,Attacker,16,49,5,1.3,0.5,64,68,80,52,92,15,400,149,2
881,Thomas Good Jr.,Attacker,19,58,12,0.2,1.0,24,73,30,35,26,14,450,102,0
882,Jake Vargas,Attacker,22,26,15,1.5,1.5,64,43,52,27,42,21,250,140,0
883,Jeffery Lindsey,Attacker,16,32,9,1.0,1.5,51,98,98,35,60,15,200,150,0
884,Bruce Lewis,Attacker,20,42,9,0.8,2.0,64,73,52,27,86,14,200,90,2
885,Paul Perry,Attacker,16,58,9,1.3,1.5,36,98,55,40,92,21,400,102,2
886,Dr. Dominic Oliver,Attacker,32,42,18,1.0,1.3,92,73,55,52,92,15,400,90,3
887,Todd Wong,Attacker,34,58,18,0.5,1.3,64,39,98,52,42,14,200,155,0
888,Christopher Frazier,Attacker,36,42,15,0.5,1.5,24,32,55,35,89,12,500,102,2
889,Johnny Young,Attacker,32,39,9,1.2,1.3,36,98,98,27,26,14,350,150,0
890,John Kirby,Attacker,17,39,9,0.8,1.5,92,43,55,35,48,27,400,140,3
891,Eric Krause,Attacker,29,32,12,0.2,1.5,86,73,55,40,89,27,400,155,3
892,David Holland,Attacker,16,26,13,0.5,1.0,24,68,80,27,26,27,500,140,0
893,Derek Porter,Attacker,27,58,5,1.0,1.0,92,32,55,80,89,5,250,102,1
894,Robert Brown,Attacker,36,49,22,1.0,0.5,86,43,80,27,92,5,200,145,3
895,Richard Sharp,Attacker,21,42,18,1.0,0.8,86,68,98,35,42,14,300,90,0
896,Seth French,Attacker,25,49,15,0.8,1.2,50,39,80,40,89,8,350,149,2
897,Angel Johnson,Attacker,17,26,5,1.3,2.0,86,39,36,52,60,15,450,140,3
898,Philip Vargas,Attacker,34,49,13,0.2,1.0,36,73,52,96,86,27,250,140,1
899,Kevin Burgess,Attacker,27,39,22,0.8,1.2,24,59,98,80,92,14,350,90,1
900,Kevin Herrera,Attacker,34,58,12,0.2,2.0,50,98,30,96,92,5,500,150,1
901,Nicholas Rose,Attacker,32,32,15,1.2,1.5,36,98,30,40,60,14,450,150,0
902,Matthew Warren,Attacker,27,49,9,1.3,0.8,86,32,55,35,42,15,400,145,3
903,Keith Hughes,Attacker,16,49,22,0.2,0.5,64,98,36,35,48,14,350,102,3
904,Joseph Lopez,Attacker,18,32,18,0.8,1.2,86,73,98,80,26,5,250,145,1
905,Charles Olson,Attacker,32,58,9,0.5,1.3,24,59,36,40,42,21,500,90,0
906,Steven Lee,Attacker,18,56,9,1.3,1.0,92,73,30,27,89,12,250,102,3
907,Jermaine Hamilton,Attacker,36,58,12,1.3,1.0,64,43,30,89,48,15,300,150,1
908,Paul Booth,Attacker,27,32,18,0.5,1.0,86,32,36,52,42,12,300,155,3
909,John Spencer,Attacker,27,26,22,0.5,1.2,50,39,48,40,92,12,450,155,2
910,Jeremiah Brock,Attacker,29,39,22,1.0,0.5,51,59,52,89,89,8,500,150,1
911,Tim Henry,Attacker,25,42,9,1.0,0.5,51,59,80,80,60,27,250,90,1
912,Mr. David Hensley,Attacker,16,56,18,0.8,0.5,24,98,36,89,89,8,200,140,1
913,Richard Stanton,Attacker,22,49,18,1.0,2.0,50,43,36,80,48,8,200,102,1
914,Christopher Cooper,Attacker,32,56,22,0.5,1.0,92,68,30,96,86,15,300,102,1
915,Gary Freeman,Attacker,25,32,9,0.5,1.0,51,39,98,35,92,21,500,145,2
916,Jesus Scott,Attacker,18,58,13,1.5,2.0,51,43,48,52,42,15,350,150,0
917,Nicholas Sanchez,Attacker,21,26,12,1.0,0.8,64,68,36,80,26,21,400,155,1
918,Mark Ruiz,Attacker,19,49,18,0.8,0.5,50,68,55,27,92,12,350,155,2
919,Alexander Gardner,Attacker,36,58,22,1.5,1.2,92,59,98,96,86,5,350,155,1
920,Benjamin Holmes,Attacker,22,49,5,1.3,1.0,50,73,30,96,92,21,200,90,1
921,Christopher Brennan,Attacker,29,32,18,1.2,1.2,64,98,55,89,89,8,500,140,1
922,George Durham,Attacker,16,49,12,1.3,1.2,86,59,80,89,48,15,500,90,1
923,Steven Newman,Attacker,32,32,15,1.3,0.5,92,73,48,27,42,15,450,155,3
924,Douglas Wood,Attacker,16,49,13,1.0,1.2,86,68,48,52,26,15,250,102,3
925,Darius Hernandez,Attacker,25,56,9,1.3,1.3,51,43,48,96,42,8,200,150,1
926,Donald Gutierrez,Attacker,29,39,18,1.0,1.0,24,59,48,89,48,5,450,150,1
927,Michael Alvarez,Attacker,25,32,5,1.0,1.3,36,98,48,27,26,5,250,102,0
928,Edward Ramirez,Attacker,16,42,5,1.3,1.3,24,98,98,89,89,15,250,90,1
929,Matthew Russell,Attacker,34,26,5,1.0,1.0,24,59,55,35,26,21,450,150,0
930,David Mcdaniel,Attacker,27,26,9,0.8,2.0,86,43,30,89,89,27,500,90,1
931,Jordan Perez,Attacker,32,58,12,1.5,1.0,50,68,55,89,86,14,300,149,1
932,Dale Fitzgerald,Attacker,17,56,13,0.8,0.5,24,59,98,89,92,8,450,102,1
933,George Clark,Attacker,21,49,22,0.8,1.5,51,59,36,80,92,5,500,90,1
934,Calvin Zavala,Attacker,36,42,12,1.3,1.5,50,73,80,52,48,8,250,155,0
935,Elijah Lewis,Attacker,29,58,22,1.0,0.5,86,59,48,96,89,8,500,90,1
936,Anthony Ewing,Attacker,18,49,9,0.2,1.5,64,98,30,27,86,21,200,150,2
937,Christian Jordan,Attacker,17,49,18,0.2,1.5,36,39,80,35,89,8,500,90,2
938,Craig Hughes,Attacker,20,32,9,0.8,0.8,92,32,55,52,60,8,400,145,3
939,Brett Hartman PhD,Attacker,36,26,15,1.2,1.0,36,43,48,89,89,21,250,155,1
940,Anthony Aguilar,Attacker,18,32,18,1.5,0.5,36,98,98,40,42,14,500,149,0
941,Antonio Clark,Attacker,22,42,22,1.3,0.5,36,32,80,52,89,14,200,155,2
942,Ethan Li,Attacker,27,26,15,1.2,0.5,50,73,80,96,48,27,400,102,1
943,Chad Smith,Attacker,16,26,18,0.2,1.0,86,43,36,80,86,14,450,145,1
944,Howard Cooley,Attacker,29,32,9,1.0,0.5,64,59,36,40,92,5,400,145,2
945,Christopher Waller,Attacker,17,42,13,1.5,1.2,36,68,48,27,92,27,400,150,2
946,Larry Snyder,Attacker,17,56,5,1.3,1.5,24,59,80,35,42,8,350,140,0
947,David Manning,Attacker,20,42,18,1.3,0.8,86,98,80,40,86,21,250,102,3
948,Trevor Hawkins,Attacker,29,42,12,1.3,1.2,86,59,55,52,92,21,450,145,3
949,Scott Carter,Attacker,29,49,15,1.5,1.5,51,32,36,52,26,14,200,102,0
950,Robert Guzman,Attacker,27,32,22,1.0,0.5,86,43,48,40,86,8,300,149,3
951,Bryan Thornton,Attacker,29,42,13,1.5,1.3,36,59,30,40,92,21,400,102,2
952,Steve Keller,Attacker,36,58,12,1.0,1.2,36,68,98,80,26,27,350,140,1
953,James Sweeney,Attacker,29,56,5,1.3,1.0,50,43,80,89,42,8,300,155,1
954,Joel Lopez,Attacker,17,56,22,0.8,2.0,36,68,55,89,48,5,500,90,1
955,Austin Cook,Attacker,16,32,18,0.2,2.0,64,98,55,96,26,14,300,155,1
956,Chad Miller,Attacker,32,32,15,1.2,1.3,24,39,80,80,60,8,450,150,1
957,Nathan Strickland,Attacker,29,58,13,0.5,1.2,36,32,52,27,48,21,500,155,0
958,Eric Schaefer,Attacker,22,26,12,0.8,1.2,51,98,98,89,92,14,200,145,1
959,James Kim,Attacker,21,56,12,0.2,1.5,36,32,55,89,42,27,350,140,1
960,John Stokes,Attacker,25,49,9,1.5,1.5,36,73,48,35,48,27,200,149,0
961,Travis Haas,Attacker,25,39,12,1.5,0.8,36,98,98,35,60,5,250,149,0
962,Ronnie Fisher,Attacker,18,49,13,1.5,1.3,92,43,52,35,26,5,450,90,3
963,Benjamin Patel,Attacker,25,58,18,0.5,1.3,86,43,80,35,92,8,300,150,3
964,Alex Salazar,Attacker,22,56,5,1.5,1.0,24,32,36,35,92,8,250,145,2
965,Mark Roberts,Attacker,20,39,18,1.0,0.5,51,73,55,27,92,27,450,145,2
966,Joshua Hughes,Attacker,20,26,5,1.5,1.3,92,68,30,52,26,5,400,145,3
967,Michael Weiss,Attacker,19,39,12,0.8,0.8,50,32,55,27,92,15,500,149,2
968,Douglas Edwards,Attacker,22,42,12,1.2,0.5,86,39,30,89,86,12,450,145,1
969,Travis Mitchell,Attacker,29,49,13,0.2,1.5,24,39,98,52,26,8,400,90,0
970,Kevin Allen,Attacker,19,39,22,0.8,0.5,36,39,36,52,86,12,200,102,2
971,David King,Attacker,32,56,12,1.2,0.8,64,32,80,27,26,8,250,102,0
972,Patrick Drake,Attacker,32,58,18,1.2,0.8,50,32,52,35,42,14,300,102,0
973,James King,Attacker,18,32,15,0.5,0.8,86,39,52,40,26,14,200,140,3
974,Matthew Moss,Attacker,22,58,9,1.2,1.2,64,39,52,89,26,14,450,102,1
975,Edwin Benson,Attacker,27,26,18,1.0,1.3,36,98,30,96,92,14,400,149,1
976,James Knight,Attacker,29,49,15,0.8,1.5,64,73,80,35,48,15,200,149,0
977,John Chaney,Attacker,16,32,12,1.5,0.5,36,73,48,80,42,8,350,140,1
978,Alexander Wilson,Attacker,17,56,9,1.0,1.3,51,32,48,80,60,15,300,145,1
979,Mitchell Sanchez,Attacker,25,42,9,1.2,1.2,86,98,80,35,60,27,450,155,0
980,Brandon Myers IV,Attacker,16,26,22,0.5,1.2,64,98,52,89,89,12,450,145,1
981,Jerry Gomez,Attacker,21,49,12,0.2,0.5,64,32,52,96,26,5,300,145,1
982,Kevin Decker,Attacker,25,49,5,1.0,2.0,92,32,48,35,42,21,250,140,3
983,Anthony Tucker,Attacker,18,56,22,1.3,0.8,64,68,98,80,60,15,350,155,1
984,Jeffery Crawford,Attacker,29,56,18,1.5,2.0,36,68,55,27,86,12,400,150,2
985,Steven Mejia,Attacker,36,32,18,1.2,0.8,92,43,36,89,60,15,450,150,1
986,Jonathan Stewart,Attacker,21,58,5,1.0,1.5,51,68,98,80,86,27,450,155,1
987,Bobby Hebert,Attacker,17,32,15,1.5,2.0,64,32,55,89,92,27,450,150,1
988,George Taylor,Attacker,20,58,13,0.2,1.0,64,43,55,96,89,27,350,102,1
989,Todd Gregory,Attacker,20,26,12,1.2,2.0,64,32,30,89,48,8,450,90,1
990,Perry Johnson,Attacker,34,49,13,0.2,0.5,86,32,30,35,42,21,300,145,3
991,Dr. Anthony Woods,Attacker,22,32,22,1.2,0.8,92,59,52,80,89,12,250,150,1
992,Gavin Munoz,Attacker,20,58,15,0.2,1.3,24,68,80,40,92,27,400,145,2
993,Luis Weaver,Attacker,27,58,12,0.8,1.5,64,73,98,27,60,15,250,145,0
994,Jonathan Le,Attacker,22,32,13,0.5,2.0,36,59,80,52,60,15,200,90,0
995,Paul Munoz,Attacker,25,49,22,1.2,2.0,64,98,48,52,48,12,400,90,3
996,Christopher Blake,Attacker,18,32,18,0.5,1.2,50,43,80,89,26,15,500,102,1
997,Paul Alvarez,Attacker,27,39,22,1.3,1.2,24,98,98,96,86,8,450,150,1
998,Cody Baker,Attacker,20,26,13,0.8,1.0,51,32,52,80,92,21,500,150,1
999,Joseph Peterson,Attacker,29,39,22,0.5,0.8,51,32,80,80,48,5,250,90,1
1000,Logan Fisher,Attacker,19,39,9,0.5,2.0,64,68,55,89,86,27,300,140,1
1001,Mr. Gregory Haley,Attacker,19,58,12,1.2,1.3,51,73,55,27,42,14,450,140,0
1002,Gary Owens,Attacker,32,56,22,0.8,1.3,24,98,55,96,92,15,450,145,1
1003,Chad Hicks,Attacker,32,49,13,0.8,2.0,51,59,30,52,42,27,450,102,0
1004,Michael Mitchell,Attacker,18,32,22,0.8,1.2,86,98,30,35,86,21,200,140,3
1005,Matthew Munoz,Attacker,32,49,9,0.8,0.8,50,68,52,27,60,15,200,90,0
1006,Scott Moore,Attacker,29,58,5,1.3,1.5,92,59,80,35,89,5,450,155,3
1007,Jordan Williams,Attacker,32,32,9,0.2,1.5,24,68,80,89,42,8,500,150,1
1008,Robert Boyer,Attacker,19,58,22,1.0,1.3,36,39,52,35,26,12,250,149,0
1009,Joshua Kane,Attacker,19,42,13,0.8,2.0,51,73,30,96,60,27,500,145,1
1010,Trevor Sullivan,Attacker,36,26,5,1.2,0.8,51,98,48,35,26,8,250,149,0
1011,Benjamin Smith,Attacker,16,56,5,0.5,0.5,24,43,30,27,89,12,200,145,2
1012,Brian Benson,Attacker,17,42,13,0.5,0.8,86,32,52,40,60,5,400,150,3
1013,Steven Knapp,Attacker,18,39,18,0.8,1.2,86,43,98,52,86,12,500,145,3
1014,Antonio Tran,Attacker,25,42,9,0.8,1.3,36,59,36,27,89,27,350,149,2
1015,Arthur Vaughn,Attacker,18,42,13,1.0,1.2,86,59,80,40,48,15,300,140,0
1016,Brad Thomas,Attacker,36,58,18,1.0,1.0,36,32,36,40,92,27,400,155,2
1017,Stephen Evans,Attacker,19,49,12,1.3,1.0,86,39,36,96,60,27,400,145,1
1018,Johnathan Herrera,Attacker,16,56,9,1.0,2.0,92,39,36,96,48,14,300,150,1
1019,Kevin Parker,Attacker,20,26,22,1.2,1.5,92,43,48,96,60,15,400,145,1
1020,Justin Smith,Attacker,32,42,13,0.2,1.5,51,73,30,96,92,12,350,149,1
1021,Mitchell Flowers,Attacker,22,56,15,0.8,1.0,36,32,30,52,86,8,300,140,2
1022,Rodney Carson,Attacker,36,58,9,1.5,1.3,64,68,36,80,86,21,400,149,1
1023,Jason Anderson,Attacker,34,42,9,0.2,1.2,24,98,30,52,26,14,350,145,0
1024,Steven Hunt,Attacker,34,58,13,0.2,1.5,24,98,52,96,26,14,200,90,1
1025,Kevin Douglas,Attacker,19,49,5,1.5,1.5,92,32,80,89,60,15,300,140,1
1026,Michael Martinez,Attacker,27,56,9,1.0,1.2,24,68,36,27,89,27,250,90,2
1027,Ralph Wallace,Attacker,29,49,13,0.2,1.5,36,39,48,96,60,5,200,145,1
1028,Christopher Rodriguez,Attacker,20,49,15,1.5,1.5,64,98,30,89,60,8,250,90,1
1029,Anthony Wilson,Attacker,25,49,13,1.5,1.2,24,32,30,27,42,8,450,102,0
1030,George Franco,Attacker,27,39,12,1.5,0.8,92,43,98,89,89,27,200,102,1
1031,Peter Cook,Attacker,17,58,9,1.2,0.5,36,43,52,27,42,15,300,140,0
1032,Nicholas Salazar,Attacker,27,58,9,1.5,1.5,24,32,52,96,92,14,350,145,1
1033,Michael Daniels,Attacker,19,39,18,1.0,0.8,24,68,80,27,42,14,350,90,0
1034,Donald Sanchez,Attacker,16,58,9,0.2,1.3,51,43,36,35,92,15,400,150,2
1035,Erik Macdonald,Attacker,22,39,5,0.8,1.0,50,73,30,80,26,15,400,150,1
1036,Christopher Porter,Attacker,34,42,9,1.0,0.8,36,98,30,80,42,14,500,155,1
1037,Kevin Graves,Attacker,29,42,15,1.3,0.5,50,98,55,52,42,5,400,90,0
1038,Dr. Michael Thompson,Attacker,16,32,9,0.8,1.0,64,59,48,40,89,21,300,155,2
1039,Michael Carey DVM,Attacker,27,39,22,1.5,0.8,50,68,98,27,26,5,350,102,0
1040,Nathan Dorsey,Attacker,19,56,5,1.2,0.8,92,73,55,96,48,8,250,102,1
1041,Scott Andrews,Attacker,18,32,13,0.2,1.5,24,32,36,96,92,8,400,150,1
1042,Mark Harris,Attacker,25,42,9,1.2,1.2,24,98,55,89,60,8,200,102,1
1043,Michael Shaw,Attacker,18,42,15,1.3,1.2,24,98,52,96,26,12,200,149,1
1044,Chris Cantrell,Attacker,25,39,22,1.5,1.3,36,39,52,96,60,15,400,140,1
1045,Thomas Townsend,Attacker,29,26,13,1.2,0.8,92,59,30,27,48,14,250,102,3
1046,Brandon Perez,Attacker,20,39,18,0.5,1.3,24,59,36,40,86,27,400,149,2
1047,Michael Savage,Attacker,34,49,12,0.2,0.8,51,68,48,35,92,12,300,149,2
1048,David Campos,Attacker,25,42,5,1.3,2.0,24,39,36,27,48,8,350,150,0
1049,Joshua Schmidt,Attacker,25,42,22,1.3,1.2,92,68,55,96,26,8,200,150,1
1050,Albert Peterson,Attacker,27,42,18,1.3,0.8,86,98,48,27,89,12,400,149,3
1051,Shawn Case,Attacker,32,56,9,0.5,1.0,24,39,30,89,48,8,250,102,1
1052,Kyle Adams,Attacker,22,49,13,0.2,2.0,64,98,98,52,48,14,500,150,0
1053,Mr. John Moore,Attacker,20,32,12,1.5,0.8,92,98,80,96,86,21,450,145,1
1054,Christopher Graham,Attacker,21,58,18,1.5,2.0,24,59,30,27,89,21,250,149,2
1055,James Lewis,Attacker,17,32,12,0.8,0.8,36,32,55,96,92,27,450,150,1
1056,Robert Dougherty,Attacker,25,49,15,1.0,0.8,64,43,98,80,89,14,450,140,1
1057,Joseph Johnson,Attacker,22,42,13,1.0,0.5,92,73,52,96,48,8,500,155,1
1058,Mr. Dwayne Ayers,Attacker,29,39,5,1.2,2.0,36,59,52,96,92,8,500,150,1
1059,Gerald Lewis,Attacker,34,32,9,1.3,1.0,36,73,30,35,89,15,250,149,2
1060,Daniel Schultz,Attacker,32,49,12,0.5,1.2,64,32,36,27,86,27,500,102,2
1061,Jerry Holloway,Attacker,17,42,18,1.2,1.5,64,39,52,80,89,5,200,155,1
1062,Francisco Smith,Attacker,16,26,12,0.2,2.0,50,32,80,52,60,14,200,150,0
1063,Jason Johnson,Attacker,36,26,13,1.3,0.8,51,43,52,89,89,12,300,102,1
1064,Dennis Carter,Attacker,32,56,9,0.8,1.3,64,32,30,52,60,14,250,155,0
1065,Samuel Hansen,Attacker,36,42,22,1.3,1.3,36,32,80,35,48,21,500,102,0
1066,Anthony Lewis,Attacker,27,49,22,1.2,1.0,24,32,30,27,89,27,250,149,2
1067,Jason Hernandez,Attacker,17,39,22,1.5,1.3,86,68,48,27,89,15,200,102,3
1068,Fernando Carson,Attacker,25,42,15,0.2,0.8,50,73,52,40,60,15,250,150,0
1069,Douglas Mcmahon,Attacker,29,32,18,0.2,0.8,24,43,98,96,48,8,350,155,1
1070,Perry Morgan,Attacker,27,56,22,1.0,1.5,64,39,48,27,92,5,200,90,2
1071,Michael White,Attacker,29,32,13,0.5,1.5,50,68,80,27,92,5,500,140,2
1072,Jorge Thomas,Attacker,36,42,12,1.5,0.8,64,43,98,52,26,14,400,90,0
1073,Christopher Mcdowell,Attacker,34,58,13,0.8,0.8,36,43,52,35,42,14,400,102,0
1074,Mr. Chris Chan,Attacker,17,56,15,1.2,1.3,36,73,55,40,89,8,250,145,2
1075,Benjamin Glover,Attacker,32,26,15,1.3,1.5,50,59,48,96,92,15,450,90,1
1076,Paul Welch,Attacker,18,42,13,0.2,1.0,24,98,48,35,48,27,350,90,0
1077,Kenneth Sloan,Attacker,29,49,12,0.8,1.5,92,43,80,96,42,27,200,102,1
1078,Michael Cox,Attacker,21,26,15,1.5,0.5,92,68,55,40,92,14,300,102,3
1079,Andrew Blankenship,Attacker,27,39,22,1.2,0.5,86,39,52,27,86,21,250,150,3
1080,Jason Larson,Attacker,34,39,5,0.2,1.3,92,43,52,80,48,5,250,150,1
1081,Earl Smith,Attacker,22,58,18,1.3,2.0,92,39,55,35,42,27,400,140,3
1082,Frank Rodgers,Attacker,20,26,13,1.3,1.3,36,43,80,40,26,12,300,90,0
1083,Douglas Adkins,Attacker,16,56,15,1.0,2.0,64,73,48,52,26,8,250,155,0
1084,Scott Campbell,Attacker,29,49,15,1.2,1.2,64,68,52,96,60,21,250,150,1
1085,Steve Navarro,Attacker,18,32,5,0.8,0.5,24,59,36,40,26,15,250,145,0
1086,James Phillips,Attacker,20,26,22,0.8,1.3,64,32,48,40,42,12,200,149,0
1087,Michael Sanford,Attacker,25,49,5,0.8,1.3,86,43,30,52,92,14,400,90,3
1088,Brad Erickson,Attacker,29,39,15,0.2,2.0,24,68,55,89,48,12,250,145,1
1089,Eric Moody,Attacker,25,26,12,0.8,1.3,86,68,80,89,48,15,350,150,1
1090,Thomas Waters,Attacker,34,56,15,1.3,0.5,36,98,98,35,42,27,450,149,0
1091,Dylan Sims,Attacker,32,42,9,1.2,1.2,64,73,55,89,60,21,200,150,1
1092,Timothy Figueroa,Attacker,29,56,22,0.8,1.3,64,43,48,96,89,27,450,145,1
1093,Mark Baxter,Attacker,19,32,9,1.0,0.5,92,73,80,89,60,8,450,90,1
1094,Christopher Harper,Attacker,22,32,18,1.2,1.2,24,59,36,89,26,12,500,102,1
1095,Phillip Martin,Attacker,20,58,18,0.5,1.2,86,32,36,40,42,21,400,149,3
1096,James Proctor,Attacker,29,49,9,0.5,1.5,92,59,30,27,26,14,300,90,3
1097,Adam Sexton,Attacker,25,58,18,1.0,1.3,36,73,80,27,89,27,500,140,2
1098,Tim Jones,Attacker,19,58,15,1.5,0.5,50,98,52,89,42,8,300,90,1
1099,Joshua Wilson,Attacker,32,39,18,1.3,1.0,50,59,98,52,42,27,200,149,0
1100,Dakota Jenkins,Attacker,32,39,9,1.2,1.0,92,68,30,40,42,21,350,145,3
1101,Noah Villanueva,Attacker,17,58,9,1.5,1.3,92,59,48,80,42,14,450,90,1
1102,Shawn Ortiz,Attacker,29,49,13,1.2,0.8,50,43,36,96,60,21,450,102,1
1103,John Paul,Attacker,17,58,13,1.3,0.5,24,39,30,80,42,21,250,102,1
1104,Daniel Gonzalez,Attacker,16,42,5,1.3,1.5,50,39,98,80,89,27,500,145,1
1105,Shawn Waller,Attacker,20,56,18,1.2,0.5,24,39,55,89,60,15,500,90,1
1106,Steven Gutierrez,Attacker,27,42,13,1.0,1.3,50,43,52,52,48,27,500,149,0
1107,Andrew Russell,Attacker,20,26,18,1.3,1.5,86,43,55,80,92,27,500,150,1
1108,Robert Perez,Attacker,25,26,13,0.2,1.5,50,68,55,89,86,15,300,140,1
1109,Jason Jones,Attacker,25,39,22,1.0,0.5,36,68,36,52,26,14,250,149,0
1110,Andrew Peters,Attacker,17,58,9,0.2,1.0,86,43,98,40,26,5,500,145,0
1111,Sean Sparks,Attacker,36,39,9,0.8,0.8,50,32,48,96,92,15,450,145,1
1112,James Bean,Attacker,36,42,18,0.5,0.8,92,32,36,52,89,27,450,145,3
1113,Charles Torres,Attacker,34,56,9,1.5,1.3,92,43,80,52,48,12,350,149,0
1114,Matthew Walsh,Attacker,34,32,15,0.5,1.3,24,39,36,35,26,12,250,102,0
1115,Eric Pitts,Attacker,32,49,13,1.0,1.3,64,98,30,35,26,27,200,150,3
1116,Phillip Castillo,Attacker,34,39,22,0.5,1.2,24,68,48,27,42,21,400,155,0
1117,Dale Rodriguez,Attacker,16,49,18,1.5,1.2,51,98,98,52,60,21,500,155,0
1118,Derrick Phillips,Attacker,17,58,13,0.8,1.3,24,32,48,35,92,5,350,149,2
1119,Ernest Scott,Attacker,29,26,12,1.5,1.2,92,73,30,40,86,27,350,155,3
1120,George Garcia,Attacker,20,56,22,1.5,2.0,64,32,80,40,86,12,450,140,2
1121,Paul Freeman II,Attacker,17,42,13,1.0,0.5,36,73,55,96,48,5,250,90,1
1122,Michael Warren,Attacker,34,32,13,0.2,1.0,51,32,48,89,48,27,250,155,1
1123,Michael Burgess,Attacker,17,32,9,0.2,1.2,50,32,98,89,42,14,500,149,1
1124,Michael Vasquez,Attacker,21,39,22,0.2,1.3,50,73,98,80,89,5,250,102,1
1125,Carlos Moody,Attacker,22,26,12,1.5,1.0,24,32,36,80,92,8,450,149,1
1126,Jared Ross,Attacker,16,26,18,0.2,1.3,24,43,98,80,92,12,400,102,1
1127,Mr. Seth Walter MD,Attacker,18,32,13,0.5,1.3,92,32,36,27,89,14,400,140,3
1128,Joshua Sims,Attacker,36,26,18,1.3,1.5,86,43,48,40,86,14,400,102,3
1129,Tim Reynolds,Attacker,34,26,5,1.0,1.2,36,43,55,89,86,5,400,145,1
1130,Matthew Cortez,Attacker,25,58,5,0.8,1.2,86,32,52,80,48,12,350,90,1
1131,Joseph Stevenson,Attacker,32,42,5,1.2,1.3,51,43,52,89,42,15,450,149,1
1132,Jon Gutierrez,Attacker,16,58,13,1.3,1.2,64,59,36,27,89,12,250,149,2
1133,Robert Murphy,Attacker,34,42,18,1.5,1.3,36,98,98,40,26,8,250,149,0
1134,Thomas Carroll,Attacker,17,32,12,0.5,0.5,64,68,52,96,48,12,450,145,1
1135,Ronnie Garcia,Attacker,29,56,13,0.5,2.0,92,68,98,27,26,5,400,155,0
1136,Philip Higgins,Attacker,18,32,12,0.8,1.3,36,98,98,89,86,21,250,145,1
1137,Danny Francis DDS,Attacker,18,26,9,1.0,0.5,92,98,36,27,42,14,250,145,3
1138,Kenneth Smith,Attacker,20,26,15,1.2,1.3,64,43,98,96,89,8,450,140,1
1139,David Trevino,Attacker,32,32,9,0.2,2.0,50,59,80,35,48,5,500,150,0
1140,James Miller,Attacker,22,58,18,1.3,1.5,50,43,55,80,92,14,400,90,1
1141,Gregory Weeks,Attacker,19,39,13,1.2,1.3,86,43,98,96,92,27,400,155,1
1142,Justin Gomez,Attacker,34,49,22,1.2,2.0,24,59,98,27,42,5,350,155,0
1143,Joseph Rodriguez,Attacker,34,39,5,1.0,0.5,36,39,80,89,92,27,300,145,1
1144,Michael Harmon,Attacker,36,26,18,1.0,1.0,50,73,30,27,48,5,350,155,0
1145,Erik Perez,Attacker,32,56,15,1.3,0.8,24,43,30,40,60,27,400,150,0
1146,Leonard Poole,Attacker,21,32,5,1.5,0.8,51,68,55,40,60,14,300,149,0
1147,Steven Hines DVM,Attacker,36,39,12,0.2,0.8,24,68,98,27,86,27,200,149,2
1148,Gregory Miranda MD,Attacker,29,49,12,0.5,1.5,64,98,30,40,26,5,400,155,3
1149,David Cohen,Attacker,36,32,12,1.0,2.0,24,43,36,35,26,12,400,150,0
1150,Jonathan Barnes,Attacker,19,32,9,1.0,1.0,36,32,48,89,92,8,400,90,1
1151,Joseph Mcknight,Attacker,18,49,15,0.8,0.8,92,98,36,27,92,5,500,145,3
1152,Michael Jones,Attacker,18,26,18,0.2,1.2,64,98,48,52,26,27,400,155,0
1153,Tommy Smith,Attacker,22,49,18,1.2,0.5,86,32,48,27,48,12,200,90,3
1154,Mark Barker,Attacker,19,58,15,0.5,1.5,64,32,48,35,26,12,500,155,0
1155,Paul Morgan,Attacker,36,26,22,1.3,1.5,92,32,80,27,89,15,200,145,3
1156,Dalton Bailey,Attacker,21,32,18,0.2,0.8,86,32,48,52,86,27,300,150,3
1157,John Espinoza,Attacker,34,32,12,0.5,0.8,92,43,48,40,92,12,400,102,3
1158,Jesse Dixon,Attacker,16,49,15,1.0,0.5,92,32,30,35,42,5,250,145,3
1159,Mr. Ian Burton,Attacker,25,42,15,1.2,1.5,36,43,36,40,92,12,500,102,2
1160,John Hogan,Attacker,18,58,12,1.2,0.8,51,59,36,89,26,14,250,145,1
1161,Adam Cox,Attacker,20,58,22,0.2,1.0,92,43,52,96,89,8,350,149,1
1162,Edward Smith,Attacker,22,56,18,0.5,1.2,36,32,55,96,48,12,250,90,1
1163,Mr. Patrick Smith PhD,Attacker,19,26,15,1.2,1.3,86,59,36,27,60,8,350,149,3
1164,David Walton,Attacker,34,56,13,1.0,1.5,64,68,36,80,48,14,400,150,1
1165,Jesse Patel,Attacker,19,56,5,0.5,1.0,36,43,55,27,60,27,250,102,0
1166,Jermaine Stewart,Attacker,22,56,12,0.5,0.8,24,68,80,80,89,14,500,102,1
1167,Raymond Gray,Attacker,36,42,15,1.2,1.2,36,59,36,96,42,27,250,145,1
1168,Seth Lynch,Attacker,17,39,18,0.5,1.2,64,59,36,96,89,21,350,90,1
1169,Daniel Williams,Attacker,17,39,5,1.0,1.3,86,68,48,52,92,5,350,155,3
